# cwtools guard baseline. Regenerate with scripts/corpus-guard.sh --bless
# corpus: Kaiserreich-4-Development @ a1ae37e35ba
# rules:  cwtools-hoi4-config/Config @ 46d5886
file,line,severity,code,message
common/buildings/00_buildings.txt,131,Warning,CW100,Localisation key naval_facility_desc is not defined for naval_facility
common/buildings/00_buildings.txt,155,Warning,CW100,Localisation key naval_base is not defined for naval_base
common/buildings/00_buildings.txt,155,Warning,CW100,Localisation key naval_base_desc is not defined for naval_base
common/buildings/00_buildings.txt,174,Warning,CW100,Localisation key bunker is not defined for bunker
common/buildings/00_buildings.txt,174,Warning,CW100,Localisation key bunker_desc is not defined for bunker
common/buildings/00_buildings.txt,189,Warning,CW100,Localisation key coastal_bunker is not defined for coastal_bunker
common/buildings/00_buildings.txt,189,Warning,CW100,Localisation key coastal_bunker_desc is not defined for coastal_bunker
common/buildings/00_buildings.txt,205,Warning,CW100,Localisation key stronghold_network is not defined for stronghold_network
common/buildings/00_buildings.txt,205,Warning,CW100,Localisation key stronghold_network_desc is not defined for stronghold_network
common/buildings/00_buildings.txt,230,Warning,CW100,Localisation key dockyard is not defined for dockyard
common/buildings/00_buildings.txt,230,Warning,CW100,Localisation key dockyard_desc is not defined for dockyard
common/buildings/00_buildings.txt,246,Warning,CW100,Localisation key anti_air_building is not defined for anti_air_building
common/buildings/00_buildings.txt,246,Warning,CW100,Localisation key anti_air_building_desc is not defined for anti_air_building
common/buildings/00_buildings.txt,261,Warning,CW100,Localisation key synthetic_refinery is not defined for synthetic_refinery
common/buildings/00_buildings.txt,261,Warning,CW100,Localisation key synthetic_refinery_desc is not defined for synthetic_refinery
common/buildings/00_buildings.txt,285,Warning,CW100,Localisation key fuel_silo is not defined for fuel_silo
common/buildings/00_buildings.txt,285,Warning,CW100,Localisation key fuel_silo_desc is not defined for fuel_silo
common/buildings/00_buildings.txt,305,Warning,CW100,Localisation key radar_station is not defined for radar_station
common/buildings/00_buildings.txt,305,Warning,CW100,Localisation key radar_station_desc is not defined for radar_station
common/buildings/00_buildings.txt,320,Warning,CW100,Localisation key mega_gun_emplacement is not defined for mega_gun_emplacement
common/buildings/00_buildings.txt,320,Warning,CW100,Localisation key mega_gun_emplacement_desc is not defined for mega_gun_emplacement
common/buildings/00_buildings.txt,33,Warning,CW100,Localisation key infrastructure is not defined for infrastructure
common/buildings/00_buildings.txt,33,Warning,CW100,Localisation key infrastructure_desc is not defined for infrastructure
common/buildings/00_buildings.txt,340,Warning,CW100,Localisation key rocket_site is not defined for rocket_site
common/buildings/00_buildings.txt,340,Warning,CW100,Localisation key rocket_site_desc is not defined for rocket_site
common/buildings/00_buildings.txt,357,Warning,CW100,Localisation key naval_supply_hub is not defined for naval_supply_hub
common/buildings/00_buildings.txt,357,Warning,CW100,Localisation key naval_supply_hub_desc is not defined for naval_supply_hub
common/buildings/00_buildings.txt,377,Warning,CW100,Localisation key naval_headquarters is not defined for naval_headquarters
common/buildings/00_buildings.txt,377,Warning,CW100,Localisation key naval_headquarters_desc is not defined for naval_headquarters
common/buildings/00_buildings.txt,403,Warning,CW100,Localisation key nuclear_reactor is not defined for nuclear_reactor
common/buildings/00_buildings.txt,403,Warning,CW100,Localisation key nuclear_reactor_desc is not defined for nuclear_reactor
common/buildings/00_buildings.txt,407,Error,CW263,Unexpected field 'PROJECT'
common/buildings/00_buildings.txt,434,Warning,CW100,Localisation key nuclear_reactor_heavy_water is not defined for nuclear_reactor_heavy_water
common/buildings/00_buildings.txt,434,Warning,CW100,Localisation key nuclear_reactor_heavy_water_desc is not defined for nuclear_reactor_heavy_water
common/buildings/00_buildings.txt,438,Error,CW263,Unexpected field 'PROJECT'
common/buildings/00_buildings.txt,464,Warning,CW100,Localisation key commercial_nuclear_reactor is not defined for commercial_nuclear_reactor
common/buildings/00_buildings.txt,464,Warning,CW100,Localisation key commercial_nuclear_reactor_desc is not defined for commercial_nuclear_reactor
common/buildings/00_buildings.txt,469,Error,CW263,Unexpected field 'PROJECT'
common/buildings/00_buildings.txt,501,Warning,CW100,Localisation key nuclear_facility is not defined for nuclear_facility
common/buildings/00_buildings.txt,501,Warning,CW100,Localisation key nuclear_facility_desc is not defined for nuclear_facility
common/buildings/00_buildings.txt,523,Warning,CW100,Localisation key air_facility is not defined for air_facility
common/buildings/00_buildings.txt,523,Warning,CW100,Localisation key air_facility_desc is not defined for air_facility
common/buildings/00_buildings.txt,54,Warning,CW100,Localisation key arms_factory is not defined for arms_factory
common/buildings/00_buildings.txt,54,Warning,CW100,Localisation key arms_factory_desc is not defined for arms_factory
common/buildings/00_buildings.txt,546,Warning,CW100,Localisation key land_facility is not defined for land_facility
common/buildings/00_buildings.txt,546,Warning,CW100,Localisation key land_facility_desc is not defined for land_facility
common/buildings/00_buildings.txt,569,Warning,CW100,Localisation key dam is not defined for dam
common/buildings/00_buildings.txt,569,Warning,CW100,Localisation key dam_desc is not defined for dam
common/buildings/00_buildings.txt,595,Warning,CW100,Localisation key dam_mountain is not defined for dam_mountain
common/buildings/00_buildings.txt,595,Warning,CW100,Localisation key dam_mountain_desc is not defined for dam_mountain
common/buildings/00_buildings.txt,649,Warning,CW100,Localisation key canal_kiel is not defined for canal_kiel
common/buildings/00_buildings.txt,649,Warning,CW100,Localisation key canal_kiel_desc is not defined for canal_kiel
common/buildings/00_buildings.txt,668,Warning,CW100,Localisation key canal_panama is not defined for canal_panama
common/buildings/00_buildings.txt,668,Warning,CW100,Localisation key canal_panama_desc is not defined for canal_panama
common/buildings/00_buildings.txt,689,Warning,CW100,Localisation key energy_infrastructure is not defined for energy_infrastructure
common/buildings/00_buildings.txt,689,Warning,CW100,Localisation key energy_infrastructure_desc is not defined for energy_infrastructure
common/buildings/00_buildings.txt,69,Warning,CW100,Localisation key industrial_complex is not defined for industrial_complex
common/buildings/00_buildings.txt,69,Warning,CW100,Localisation key industrial_complex_desc is not defined for industrial_complex
common/buildings/00_buildings.txt,708,Warning,CW100,Localisation key industrial_infrastructure is not defined for industrial_infrastructure
common/buildings/00_buildings.txt,708,Warning,CW100,Localisation key industrial_infrastructure_desc is not defined for industrial_infrastructure
common/buildings/00_buildings.txt,89,Warning,CW100,Localisation key air_base is not defined for air_base
common/buildings/00_buildings.txt,89,Warning,CW100,Localisation key air_base_desc is not defined for air_base
common/characters/BAT characters.txt,580,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/BAT characters.txt,605,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/BAT characters.txt,630,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/CHI characters.txt,256,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/CHI characters.txt,577,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/GER characters.txt,1469,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/GER characters.txt,1542,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/GER characters.txt,2156,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/GER characters.txt,2492,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/GER characters.txt,2515,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/GER characters.txt,2554,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/GER characters.txt,2691,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/GER characters.txt,2722,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/GXC characters.txt,2131,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/characters/GXC characters.txt,3602,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/HNN characters.txt,681,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/HNN characters.txt,752,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/LBA characters.txt,244,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/LEP characters.txt,130,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/characters/LEP characters.txt,183,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/characters/MEX characters.txt,751,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/characters/MEX characters.txt,764,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/characters/RUS characters.txt,275,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/characters/RUS characters.txt,5461,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/UKR characters.txt,1225,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/UKR characters.txt,1336,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/UKR characters.txt,1355,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/characters/UKR characters.txt,1410,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/characters/UKR characters.txt,181,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/characters/ZIM characters.txt,126,Error,CW263,Unexpected field 'always_show_on_actions_tooltip'
common/collections/country_collections.txt,7,Warning,CW100,Localisation key COLLECTION_COUNTRY_AND_ALL_SUBJECTS is not defined for any language
common/collections/state_collections.txt,83,Warning,CW100,Localisation key COLLECTION_FACTION_OWNED_CORE_STATES is not defined for any language
common/country_leader/KR_political_advisor_traits.txt,1785,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/country_leader/KR_political_advisor_traits.txt,1806,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/country_leader/KR_political_advisor_traits.txt,1828,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/country_leader/KR_political_advisor_traits.txt,1848,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
common/decisions/01 American Civil War decisions.txt,219,Information,CW223,"NOT with multiple children acts as NOR (true only if every child is false). Make intent explicit: NOT = { OR = { ... } } for NOR, or NOT = { AND = { ... } } for NAND."
